Title,Singer,Lyric
묘해/ 너와,어쿠스틱 콜라보,니 생각에 꽤 즐겁고 니 생각에 퍽 외로워 이상한 일이야 누굴 좋아한단 건 아무 일도 없는 저녁 집 앞을 걷다 밤 공기가 좋아서 뜬금없이 이렇게 니가 보고 싶어 참 묘한 일이야 사랑은 좋아서 그립고 그리워서 외로워져 이게 다 무슨 일일까 내 맘이 내 맘이 아닌걸 이제와 어떡해 모든 시간 모든 공간 내 주위엔 온통 너뿐인 것 같아 묘해 보고 싶어 신기하고 신기해서 보고 싶고 그러다 한 순간 미친 듯 불안하고 아무렇지도 않은데 햇살에 울컥 눈물이 날 것 같고 그러다가 니 전화 한 통에 다 낫고 참 묘한 일이야 사랑은 아파서 고맙고 고마워서 대견해져 이게 다 무슨 일일까 이 길이 그 길이 아닌걸 모르고 떠나온 여행처럼 낯설지만 그래서 한번 더 가보고 싶어져 너와 이렇게 너를 바라볼 때 뭐랄까 나는 행복한 채로 두려워져 참 묘한 일이야 사랑은 좋아서 그립고 그리워서 외로워져 이게 다 무슨 일일까 내 맘이 내 맘이 아닌걸 이제와 어떡해 모든 시간 모든 공간 내 주위엔 온통 너뿐인 것 같아 묘해 그래서 한번 더 가보고 싶어져 너와
홀로 (Feat. 김나영),정키,아침에 눈을 떴을 때 텅 빈 방안에 나 홀로 니 빈자리 거닐면서 많은 생각들에 잠겨 지워질 수 없는 기억 돌이킬 수 없는 우리 헤어날 수 없는 나와 멀어져만 가는 너를 바라봐 누군가 한 말 처럼 언젠가 만날 거라 그렇게 우린 헤어진 거야 집에 오는 길을 홀로 텅 빈 방 침대에 홀로 너와의 기억에 홀로 나 홀로 무뎌질 가슴 안고 추억 속에 살아 홀로 방안에서 깨면 홀로 늘 있던 니가 없어 익숙해지겠지 나 홀로 그 때를 기억하니 너와 내가 우리란 말로 함께 할 수 있었던 그 날의 사랑들을 잠시 맞잡았던 두 손 차마 놀 수 없어 붙잡았던 우리라 해도 그립고 그리워 그저 바라만 봐야 했어 누군가 한 말 처럼 언젠가 만날 거라 그렇게 우린 헤어진 거야 집에 오는 길을 홀로 텅 빈 방 침대에 홀로 너와의 기억에 홀로 나 홀로 무뎌질 가슴 안고 추억 속에 살아 홀로 방안에서 깨면 홀로 늘 있던 니가 없어 익숙해지겠지 나 홀로 지난 시간들이 그리워 힘든 건지 내 손길만을 기다린 건지 다른 누군갈 만날 내 모습 바란 건지 그저 날 사랑한다고 말해줘 집에 오는 길을 홀로 텅 빈 방 침대에 홀로 너와의 기억에 홀로 나 홀로 무뎌질 가슴 안고 살아 보고 싶어 매일 널 그리며 살아 다시 아파한다 해도 내게 손 내밀어 그저 날 사랑한다고 말해줘 잊혀질 그 날처럼 처음 날 만나서 설레었던 그 날 그 때로 다시 돌아와 나 하나만 바라보며 사랑한다고 말했던 그 때의 우리로 돌아갈래 텅 빈 방 침대에 홀로 너와의 기억에 홀로 나 홀로 무뎌질 가슴 안고 추억 속에 살아 홀로
...사랑했잖아...,린,나만 원한다 했던 말도 지켜준다던 약속들도 아무렇지 않은 표정으로 버리고 있잖아 너만 바라본 많은 날들 물거품이 돼버린 오늘 또 아무렇지 않게 웃고있을 너잖아 정말 좋았잖아 행복 했었잖아 가슴아픈 그런 일들도 견뎌냈던 우리잖아 제발 그러지마라 아직 사랑하는 날 너도 알고 있잖아 매일밤 울며 전화하는 날 낯설만큼 차가운 니 목소릴 들어도 바보처럼 난 너를 못잊어 이렇게  알면서도 시작한 만남 그녀에게 미안한 맘만 하루하루 지날수록 커진 내 헛된 욕심들 많이 부담스러웠겠지 니 자릴 찾으려 했겠지 난 알고 있었어 닫혀진 너의 마음을 정말 좋았잖아 행복 했었잖아 가슴아픈 그런 일들도 견뎌냈던 우리잖아 제발 그러지마라 아직 사랑하는 날 너도 알고 있잖아 매일밤 울며 전화하는 날 낯설만큼 차가운 니 목소릴 들어도 바보처럼 난 니가 행복하길 바래 다시 나에게 너라는 기회가 온다면 놓치지 않을텐데 니 손 꼭 잡을텐데 니가 원했던 만큼 많이 원했던 만큼 잘해주지 못한 날 미안해 용서해 이해해줘 끝까지 이기적인거 이것도 이해해줄래 바보같은 날 마지막까지 이렇게 마지막 까지 미안해
저녁 하늘,에일리(AILEE),어떤 날에든 저녁 하늘은 못 올려보는 습관이 있어 온 세상이 날 떠나는듯한 이상한 그 기분이 싫어 멀리 떨어지는 저 해는 내일 다시 올텐데 나를 비춰줬던 햇살은 아닐 것 같아 니가 가도 사랑은 다시 오고 소란스런 이별을 겪어봐도 이렇게 너는 너는 너는 자꾸 맘에 걸려 가끔씩은 좋아서 웃긴 하고 더 가끔씩은 행복의 맛을 봐도 아직도 너는 너는 너는 Deep in me 누군가에게 맘을 줄 때면 반을 남기는 습관이 있어 다 줘버리면 떠날 것 같은 이상한 그 예감이 싫어 반쯤 아껴둔 이 맘 누구 줄 수 조차 없는데 반쯤 고장나버린 나를 들키긴 싫어 니가 가도 사랑은 다시 오고 소란스런 이별을 겪어봐도 이렇게 너는 너는 너는 자꾸 맘에 걸려 가끔씩은 좋아서 웃긴 하고 더 가끔씩은 행복의 맛을 봐도 아직도 너는 너는 너는 Deep in me 너의 맘은 어디쯤일까 나를 맴돈 적은 있을까 나처럼 아주 가끔 시간이라는 게 다 지우지는 못 하나봐 아직도 네 이름은 편히 말하질 못해 니가 아닌 누군가 나를 안고 내가 아닌 누군가 너를 안고 이렇게 오래 오래 오래 나날들이 가도 하지 못한 말들이 입에 남아 다 주지 못한 사랑이 맘에 남아 어쩌면 너는 너는 너는 Still in me
오르막길 (Feat. 정인),윤종신,이제부터 웃음기 사라질거야 가파른 이 길을 좀 봐 그래 오르기 전에 미소를 기억해두자 오랫동안 못 볼 지 몰라 완만했던 우리가 지나온 길엔 달콤한 사랑의 향기 이제 끈적이는 땀 거칠게 내쉬는 숨이 우리 유일한 대화일지 몰라 한걸음 이제 한걸음일 뿐 아득한 저 끝은 보지마 평온했던 길처럼 계속 나를 바라봐줘 그러면 견디겠어 사랑해 이 길 함께 가는 그대 굳이 고된 나를 택한 그대여 가끔 바람이 불 때만 저 먼 풍경을 바라봐 올라온 만큼 아름다운 우리 길 기억해 혹시 우리 손 놓쳐도 절대 당황하고 헤매지 마요 더 이상 오를 곳 없는 그 곳은 넓지 않아서 우린 결국엔 만나 오른다면 한 걸음 이제 한걸음일 뿐 아득한 저 끝은 보지마 평온했던 길처럼 계속 나를 바라봐줘 그러면 난 견디겠어 사랑해 이 길 함께 가는 그대여 굳이 고된 나를 택한 그대여 가끔 바람이 불 때만 저 먼 풍경을 바라봐 올라온 만큼 아름다운 우리 길 기억해 혹시 우리 손 놓쳐도 절대 당황하고 헤매지 마요 더 이상 오를 곳 없는 그 곳은 넓지 않아서 우린 결국엔 만나 크게 소리 쳐 사랑해요 저 끝까지
행복하지 말아요,엠씨더맥스 (M.C the MAX),왜 이리도 이 세상엔 이별이 많은지 왜 사랑이 힘든 건지 난 궁금했었죠 난 이제 또 다시 묻고 있죠 어떻게 견디는지 이 많은 슬픔 끝나긴 하는지 괜찮아요 다 그렇듯 이러다 말겠죠 이 가슴도 이 눈물도 다 가라 앉겠죠 더 안을수록 부서져 버릴 우리를 알고 있죠 보내는 일이 사랑이라는 걸 사랑해 사랑해 말해줄 시간이 아직도 많을 줄 알았죠 언젠가 누군가 그대를 가져갈 그 사람 벌써부터 나 부러워지네요 행복하지마요 행복하려면 사랑한 날 잊어야 하잖아 가시가 박힌듯 숨쉴때마다 눈물이 흘러와 사는게 사는 것이 아니죠 사랑하지마요 내가 아니면 누구와도 영원할 수 없어 그대를 그곳에 두고 온 것 그것만 기억하면 찾을 수 있죠 잠시 멈춰있는 사랑인 거죠 괜찮아요 웃어요 하루에도 나 몇번씩 마음이 바뀌죠 또 버리고 주워담고 오늘도 그래요 꼭 좋은 사람 만날 거라고 말하는 나였지만 나의 가슴은 그댈 잡고 있죠 사랑해 사랑해 나에게 말해줄 그대의 목소리 이제 들을 수 없겠죠 조금만 잠시만 머물다 올 것을 그대의 곁에 있는 그사람도 아나요 행복하지마요 행복 하려면 사랑한 날 잊어야 하잖아 가시가 박힌듯 숨쉴때마다 눈물이 흘러와 사는게 사는 것이 아니죠 사랑하지마요 내가 아니면 누구와도 영원할 수 없어 그대를 그곳에 두고 온 것 그것만 기억하면 찾을 수 있죠 잠시 멈춰있는 사랑인거죠 괜찮아요 웃어요 사랑하지마요 내가 아니면 누구와도 영원할 수 없어 그대를 그곳에 두고 온 것 그것만 기억하면 찾을 수 있죠 잠시 멈춰있는 사랑인거죠 괜찮아요 웃어요 이 눈물도 이 아픔도 우 괜찮죠
살다가,SG 워너비,살아도 사는 게 아니래 너 없는 하늘에 창 없는 감옥 같아서 웃어도 웃는 게 아니래 초라해 보이고 우는 것 같아 보인대 사랑해도 말 못 했던 나 내색조차 할 수 없던 나 나 잠이 드는 순간조차 그리웠었지 살다가 살다가 살다가 너 힘들 때 나로 인한 슬픔으로 후련할 때까지 울다가 울다가 울다가 너 지칠 때 정 힘들면 단 한 번만 기억하겠니 살다가 웃어도 웃는 게 아니래 초라해 보이고 우는 것 같아 보인대 사랑해도 말 못 했던 나 내색조차 할 수 없던 나 나 잠이 드는 순간조차 그리웠었지 살다가 살다가 살다가 너 힘들 때 나로 인한 슬픔으로 후련할 때까지 울다가 울다가 울다가 너 지칠 때 정 힘들면 단 한 번만 기억하겠니 우린 마지못해 웃는 거겠지 우린 마지못해 살아가겠지 내 곁에 있어도 내 곁에 있어도 눈물나니까 살다가 살다가 살다가 너 힘들 때 나로 인한 슬픔으로 후련할 때까지 태워도 태워도 태워도 남았다면 남김없이 태워도 돼 후련할 때까지 나 살다가 나 살다가
끝사랑,김범수,내가 이렇게 아픈데 그댄 어떨까요 원래 떠나는 사람이 더 힘든 법인데 아무 말하지 말아요 그대 마음 알아요 간신히 참고 있는 날 울게 하지 마요 이별은 시간을 멈추게 하니까 모든걸 빼앗고 추억만 주니까 아무리 웃어 보려고 안간힘 써 봐도 밥 먹다가도 울겠지만 그대 오직 그대만이 내 첫사랑 내 끝사랑 지금부터 달라질 수 없는 한 가지 그대만이 영원한 내 사랑 그대도 나처럼 잘못했었다면 그 곁에 머물기 수월했을까요 사랑해 떠난다는 말 과분하다는 말 코웃음 치던 나였지만 그대 오직 그대만이 내 첫사랑 내 끝사랑 지금부터 그대 나를 잊고 살아도 그대만이 영원한 내 사랑 나는 다시는 사랑을 못할 것 같아요 그대가 아니면
Madeleine Love,CHEEZE (치즈),오늘같이 싱그러운 날 길거리 차도 별로 다니지 않아 문득 지나가다 거울을 보면 오늘 내 모습은 좀 예뻐 보이네 이따가 널 보면 무슨 말을 할까 날씨가 좋다고 뻔한 말이라도 건네볼까 어색한 장난이라도 용감하게 오늘은 널 웃음 짓게 만들 거야 I’m in madeleine love I’m in madeleine love I’m in madeleine love 오늘같이 햇볕 좋은 날엔 매일 걷던 거리도 지겹지 않아 문득 지나가다 거울을 보면 내 얼굴도 이 정도면 잘생겼네 이따가 널 보면 무슨 말을 할까 날씨가 좋다고 공원이라도 좀 걷자 할까 짓궂은 장난이라도 용감하게 오늘은 널 웃음 짓게 만들 거야 I’m in madeleine love I’m in madeleine love I’m in madeleine love I’m in madeleine love I’m in madeleine love I’m in madeleine love
그대가 분다,엠씨더맥스 (M.C the MAX),옅은 바람 냄새에 두 눈을 감아본다 낡은 가슴 여전한 떨림 그대가 그대가 온다 어렴풋이 피어오르는 그 옛날의 기억이 두 눈에 소리 없이 흘러 이 가슴을 울려온다 내 맘속에 그대가 분다 그 시절 그때처럼 웃으며 나에게 불어와 소리 없이 그대가 분다 내 가슴 한가운데 보고 싶은 그대가 분다 앙상해진 너의 계절에 가슴이 시려 와도 돌아보면 어제 같은 날들 그 시절은 영원하다 내 맘속에 그대가 분다 그 시절 그때처럼 웃으며 나에게 불어와 소리 없이 그대가 분다 내 가슴 한가운데 보고 싶은 그대가 분다 정말 사랑했구나 그댈 매일 돌아보며 사는 나 내 맘속에 그대가 분다 어디선가 그대가 운다 안아주고 싶지만 자꾸만 멀어지잖아 온 맘 다해 그댈 부른다 이 세상 한가운데 눈물로 그댈 불러본다 하루 종일 그대가 분다
무릎,아이유,모두 잠드는 밤에 혼자 우두커니 앉아 다 지나버린 오늘을 보내지 못하고서 깨어있어 누굴 기다리나 아직 할 일이 남아 있었던가 그것도 아니면 돌아가고 싶은 그리운 자리를 떠올리나 무릎을 베고 누우면 나 아주 어릴 적 그랬던 것처럼 머리칼을 넘겨줘요 그 좋은 손길에 까무룩 잠이 들어도 잠시만 그대로 두어요 깨우지 말아요 아주 깊은 잠을 잘 거예요 조용하던 두 눈을 다시 나에게 내리면 나 그때처럼 말갛게 웃어 보일 수 있을까 나 지친 것 같아 이 정도면 오래 버틴 것 같아 그대 있는 곳에 돌아갈 수 있는 지름길이 있다면 좋겠어 무릎을 베고 누우면 나 아주 어릴 적 그랬던 것처럼 머리칼을 넘겨줘요 그 좋은 손길에 까무룩 잠이 들어도 잠시만 그대로 두어요 깨우지 말아요 아주 깊은 잠을 잘 거예요 스르르르륵 스르르 깊은 잠을 잘 거예요 스르르르륵 스르르 깊은 잠을
이럴거면 그러지말지 (Feat. Young K),백아연,궁금해서 잠이 안 와 그때 왜 그랬어 구차해도 묻고 싶어 그때 난 뭐였어 나나나나 나나 나나 나만 애 탄거니 나나나나 나나 나나 난 진심인데 넌 그랬구나 그랬어 좋았는데 넌 아니었나 봐 그랬구나 그때 넌 그런 줄 모르고 나 혼자 이럴 거면 바래다주었던 그날 밤 넌 나를 안아주지 말았어야지 설렘에 밤잠 설치게 했던 그 말 그 말도 말았어야지 그러지는 말지 비겁하게 숨어버린 너를 돌아 올 거라고 믿은 내가 바보야 사랑스럽게 날 보던 네 눈빛에 빠졌던 내가 바보지 이럴 줄도 모르고 이렇게 돼 버린 이상 그냥 얘기할게 이미 떠나버린 니 맘 돌릴 순 없으니 그랬구나 그랬어 좋았는데 넌 아니었나 봐 그랬구나 그때 넌 네 생각 뿐인데 나 혼자 이럴 거면 바래다주었던 그날 밤 넌 나를 안아주지 말았어야지 설렘에 밤잠 설치게 했던 그 말 그 말도 말았어야지 이럴 줄은 몰랐어 어때 넌 어떻게 하고 싶니 지금 이 순간의 감정일지 중간에 금방 에러가 날것인지 I don’t know 하지만 내 생각엔 오래가진 못할 거 같아 너 아닌 나 때문에 이 관계는 이어지지 못해 잠 못 들어 아픈 이 새벽 잘 지내니 문자 한번쯤은 해주지 혹시나 하며 올린 우리 얘기에 좋아요 누르지 말지 괜히 기대 하게 바래다주던 그 날 밤처럼 돌아와서 포근하게 나를 안아줘 설렘에 밤잠 설치게 했던 말로 또 두근거리게 해줘 다시 날 녹여줘 이럴 거면 귀엽다고 하지 말지 그러지 말지 혼잣말만 늘어가네 전하지도 못할 말만
추억은 사랑을 닮아,박효신,그대가 부네요 내 가슴 안에 그대라는 바람이 언제나 내게 그랬듯이 내 맘 흔들어 놓고 추억이란 흔적만 남기고 달아나죠 난 길을 잃었죠 늘 그대라는 사람만 보다가 단 한 번 의심하지 않고 여기까지 왔는데 그대 없는 낯설은 길 위에 남아 있죠 가져가세요 좋은 기억마저도 그대가 없이는 내겐 짐만 될 텐데 자꾸 꺼내 보면 그리움만 커져서 다시 돌아가는 길 발걸음 또 멈추게 하죠 추억은 사랑을 닮아 난 자꾸 돌아보겠죠 그곳엔 아직도 그대가 있어서 그래서 아픈가 봐요 한 번쯤 꼭 한 번쯤은 그대도 날 볼까 봐 오늘도 기다려요 나 이제 어쩌죠 아무리 그댈 달아나려 해봐도 한뼘도 멀어지지 못해 매일 같은 자리에 매일 같은 무게로 하루를 살아가죠 어딜 보아도 온통 그대 뿐이죠 날 보던 눈빛이 자꾸 맘에 걸려서 다시 눈을 감고 그댈 지우려하면 굳게 다문 입술이 떨려와 참았던 눈물이 흐르죠 추억은 사랑을 닮아 난 자꾸 돌아보겠죠 그곳에 아직도 그대가 있어서 그래서 아픈가 봐요 한 번쯤 꼭 한 번쯤은 그대도 날 볼까 봐 오늘도 기다려요 어느 날 뒤돌아보다 그대가 나를 본다면 난 어떻게 하죠 아무 말 못하는 나를 잘 알잖아요 추억은 바람을 타고 언젠가 흩어질 텐데 울어도 소리쳐 봐도 모른 척 버리려 해도 잊지 못할 그 사람 오늘도 기다려요 나를 잘 알잖아요
라라라,SG 워너비,그대는 참 아름다워요 밤 하늘의 별빛보다 빛나요 지친 나의 마음을 따뜻하게 감싸줄 그대 품이 나의 집이죠 세찬 바람 앞에서 꺼질듯한 내 사랑도 잘 참고서 이겨내줬어요 정말 눈물나도록 고마운 맘 아나요 그대 내곁에 살아줘서 사랑해요 사랑해요 내가 그대에게 부족한걸 알지만 세월을 걷다보면 지칠때도 있지만 그대의 쉴곳이 되리라 사랑해요 고마운 내 사랑 평생 그대만을 위해 부를 이노래 사랑 노래 함께 불러요 둘이서 라라라 그대 쳐진 어깨가 내맘을 아프게해요 잘 해준것도 없는 나라서 그대의 고운 손이 세월에 변했어요 못지켜줘서 미안해요 사랑해요 사랑해요 내가 그대에게 부족한걸 알지만 세월을 걷다보면 지칠때도 있지만 그대의 쉴곳이 되리라 사랑해요 고마운 내 사랑 평생 그대만을 위해 부를 이노래 사랑노래 함께 불러요 둘이서 라라라 고마워요 고마워요 그대 자신보다 나를 아껴준 사랑 세상이 등 돌려도 누가 뭐라고 해도 내가 그대 지켜줄게요 사랑해요 소중한 내사랑 평생 그대만을 위해 부를 이노래 사랑노래 함께 불러요 둘이서 라라라 그대 품이 나의 집이죠 영원히 라라라
잊지말아요,백지영,우리 서로 사랑했는데 우리 이제 헤어지네요 같은 하늘 다른 곳에 있어도 부디 나를 잊지 말아요 차가운 바람이 손끝에 스치면 들려오는 그대 웃음소리 내 얼굴 비치던 그대 두눈이 그리워 외로워 울고 또 울어요 입술이 굳어버려서 말하지 못했던 그 말 우리 서로 사랑했는데 우리 이제 헤어지네요 같은 하늘 다른 곳에 있어도 부디 나를 잊지 말아요 눈물이 입을 가려서 말하지 못했던 그 말 우리 서로 사랑했는데 우리 이제 헤어지네요 같은 하늘 다른 곳에 있어도 부디 나를 잊지 말아요 혹시 알고 있나요 뒤돌아서 가슴 쥐고 그댈 보내주던 그 사람 그 사람이 바로 나에요 그 사람을 사랑해줘요 같은 하늘 다른 곳에 있어도 언젠가는 돌아와줘요 우리 서로 사랑했는데 우리 이제 헤어지네요 같은 하늘 다른 곳에 있어도 부디 나를 잊지 말아요 부디 나를 잊지 말아요
아로하,쿨 (COOL),어두운 불빛 아래 촛불 하나 와인 잔에 담긴 약속 하나 항상 너의 곁에서 널 지켜줄꺼야 날 믿어준 너였잖아 나 바라는 건 오직 하나 영원한 행복을 꿈꾸지만 화려하지 않아도 꿈같지 않아도 너만 있어주면 돼 걱정 마 I Believe 언제나 I Believe 이 순간을 잊지 않을께 내 품에 I Believe 안긴 너의 미소가 영원히 빛을 잃어 가지 않게 Cause your love is so sweet You are my everything 첫 날밤의 단 꿈에 젖어 하는 말이 아냐 난 변하지 않아 오직 너만 바라볼꺼야 You're light of my life You're the one in my life 내 모든걸 다 잃는데도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 이제 나에게 있어 가장 소중한 건 내가 아닌 당신입니다 말로는 다짐할 수 없지만 당신만을 사랑합니다 때로는 친구처럼 때로는 연인처럼 눈 감는 그 날까지 당신만을 사랑합니다 늘 하나라는 마음으로 흔들리지 않는 믿음으로 아픈 마음도 함께 기쁜 맘도 함께 나눠 가졌으면 해 약속해 I Believe 힘들 때 I Believe 너의 그늘이 되어줄께 내 품에 I Believe 안긴 너의 미소가 영원히 빛을 잃어 가지 않게 Cause your love is so sweet You are my everything 첫날밤의 단 꿈에 젖어 하는 말이 아냐 난 변하지 않아 오직 너만 바라볼 꺼야 You're light of my life You're the one in my life 내 모든 걸 다 잃는데도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 You're light of my life You're the one in my life 내 모든걸 다 잃는데도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 All I ever want is your love
Love Blossom (러브블러썸),케이윌,입안에서 바람 맛이 달콤한 아침 새하얀 이불위로 닿는 햇살이 좋아 설레는 전화 벨소리 그대 인가요 설탕 한 스푼 담긴 소리 hello hello 봄이 와 이 거리 위에 봄이 와 나의 가슴속에 왜 이리 나 들뜨나 몰라 oh 팝콘 같은 꽃잎이 저 높이 날아요 사랑한다 말하면 난 정말 녹아요 오늘 같은 바람이 불면 하루 종일 미치겠어 그대가 아른아른 거려서 향기로운 봄 바람이 나풀거리고 두 볼에 앉은 햇살마저 완벽한걸요 새하얗게 춤을 추는 꽃잎을 보며 그대와 둘이 걷다 보면 uh huh ah ha 봄이 와 이 거리 위에 봄이 와 우리 둘 사이에 설레임이 피어 올라요 oh 팝콘 같은 꽃잎이 저 높이 날아요 사랑한다 말하면 난 정말 녹아요 오늘 같은 바람이 불면 하루 종일 미치겠어 그대가 아른아른 거려서 꿈에서 봤던 거리가 여기인가요 그대와 나란히 걷는 모든 곳이 아름다워 난 있잖아요 그대를 볼 때마다 놀라 더 아름다울 수 없는 그대여 따사로운 봄빛에 사랑이 녹아요 살랑대는 바람에 사랑이 불어요 오늘 같은 바람이 불면 제일 먼저 떠올라요 그대만 팝콘 같은 꽃잎이 저 높이 날아요 사랑한다 말하면 난 정말 녹아요 오늘 같은 바람이 불면 하루 종일 미치겠어 그대가 아른아른 거려서 그대가 나의 봄이죠
너무 보고싶어,어쿠스틱 콜라보,혼자 이별을 하고 가버리면 난 어떡하라고 너 없는 하루를 살아보고 너 없는 채로 잠들어본다 잊을 수 있다고 다짐을 해 보고 다 잊은 척 웃어도 보고 별일 아닌 듯 혼자 영화도 보고 너의 빈자리 채워 본다 가끔 보고 싶어 견디기 힘들면 나 하루 종일 너를 찾아 헤매보고 손잡고 걷던 거리에 우두커니 서서 혹시 니가 올까 가슴 설레 본다 잘 살 수 있다고 다짐을 해 보고 태연한 척 웃어도 보고 드라마처럼 혼자 취해도 보고 널 잊으려고 하면 할수록 너무 보고 싶어 견디기 힘들어 비틀거리며 너를 또 찾아 헤매고 나란히 걷던 이 길에 나만 혼자 남아 눈물 삼키면서 너를 기다린다 날 그토록 사랑해주던 너란 사람은 어디까지 간거니 너무 보고 싶어 견디기 힘들어 오늘따라 난 니가 너무 보고 싶어 나 술에 취한 채 추억에 취한 채 비틀거리면서 너를 기다린다 다시 너를 기다린다
감사,김동률,눈부신 햇살이 오늘도 나를 감싸며 살아있음을 그대에게 난 감사해요 부족한 내 마음이 누구에게 힘이 될줄은 그것만으로 그대에게 난 감사해요 그 누구에게도 내 사람이란게 부끄럽지 않게 날 사랑할게요 단 한 순간에도 나의 사람이란 걸 후회하지 않도록 그댈 사랑할게요 이제야 나 태어난 그 이유를 알 것만 같아요 그대를 만나 죽도록 사랑하는게 누군가 주신 나의 행복이죠 그 어디에서도 나의 사람인 걸 잊을 수 없도록 늘 함께할게요 단 한순간에도 나의 사랑이란 걸 아파하지 않도록 그댈 사랑할게요 이제야 나 태어난 그 이유를 알 것만 같아요 그대를 만나 죽도록 사랑하는게 누군가 주신 내 삶의 이유라면 더이상 나에게 그 무엇도 바랄게 없어요 지금 처럼만 서로를 사랑하는게 누군가 주신 나의 행복이죠 누군가 주신 나의 행복이죠
못해 (Feat. 美),포맨 (4MEN),이제는 밥을 먹어도 눈물없이는 삼키지 못해 억지로 먹고 먹어도 속이 늘 허전해 노랠 들어도 흥얼대지도 못해 영화를 봐도 내가 뭘 본건지 기억 못해  밥도 잘 먹지 못해 니가 생각날까봐 니 생각에 체할까봐 니가 떠난후로 오늘도 눈물로 하루를 먹고 살아 버스도 타지못해 누가 날 욕할까봐 우는 날 놀려댈까봐 아무것도 못해 너없이 나혼자 살지못해  이제는 술을 마셔도 눈물없이는 마시질못해 아무리 병을 비워도 너만 더 생각해 살아서 뭐해 넌 내곁에 없는데 혼자 뭘 어째 아무것도 할 수 없는 난데  밥도 잘 먹지 못해 니가 생각날까봐 니생각에 체할까봐 니가 떠난후로 오늘도 눈물로 하루를 먹고 살아 버스도 타지못해 누가 날 욕할까봐 우는 날 놀려댈까봐 아무것도 못해 너없인 나 혼자 살지못해  너없이 웃는 것도 난 못해 너없이 걷는것도 난 못해 아무것도 아무것도 못해  내겐 니 사랑이 필요해 혼자 살아서 뭐해 니가 더 잘알잖아 너없이 나 안되잖아 너밖에 몰라서 너없이 밥조차 먹지못하는 난데  차마 죽지도 못해 니가 돌아올까봐 언젠간 날 찾을 까봐 아무것도 못해 오늘도 내일도 너만 원해
사랑한 후에,박효신,나의 기억 어딘가에 동그마니 숨어 있다 울컥 쏟아져 내려 오는 너 기나긴 하루 한번쯤 너도 나의 모습 떠오르는지 사랑이라 부르기엔 우린 너무 멀어졌고 차마 잊기엔 아직은 너무 일러 오늘도 난 사랑과 이별 사이를 눈물로 맴돌며 숨차게 너를 찾고 있어 바보야 어딨니 안가면 안되니 너를 보낸 그곳에 아직도 난 서있는데 머리에 가슴에 그 모습이 그리워서 또 한 번 숨죽여 운다 널 사랑한 후에 오랜만에 문을 나서 바깥 바람을 만지다 덜컥 다가선 외로움에 무너져 네 손에 끌려 다니던 정들은 거리 너 없는 슬픔에 잰걸음으로 집으로 가 바보야 어딨니 안가면 안되니 너를 보낸 그곳에 아직도 난 서있는데 머리에 가슴에 그 모습이 그리워서 또 한 번 숨죽여 운다 널 사랑한 후에 널 불러보다가 뒤돌아 보면 그곳엔 널 닮은 추억만이 넌 아니 모르니 알면서 그러니 여태 잊지 못하고 아직 널 기다리는데 어떤 날 올거니 내 심장이 멈출까봐 또 다시 그리워 운다 널 사랑한 후에
사랑안해,백지영,그럴려고 그랬어 돌아가려고 너의 차가움엔 그래 다 이유 있었던거야 나를 만지는 너의 손길 없어진 이제야 깨닫게 되었어 네맘 떠나간 것을  설마하는 그런 미련 때문에 그래도 나는 나를 위로해 나 이제 이러는 내가 더 가여워 이제라도 널 지울꺼야 기억의 모두를  이제 다시 사랑안해 말하는 난 너와 같은 사람 다시 만날 수가 없어서 사랑할 수 없어서 바보처럼 사랑 안해 말하는 널 사랑한다 나를 잊길바래 나를 지워줘  바보처럼 몰랐어 너희 두 사람 아직 기억하려던 그건 그래 다 욕심이야 다짐했건만 매일 아침 눈을 떠 지나간 너에게 기도해 나를 잊지 말라고  제발 지금 내가 바라는 하나 내 얘길 너무 쉽게 하진마 차라리 나를 모른다고 말해줘 시간지나 알게 될꺼야 내 사랑의 가치를  이제 다시 사랑안해 말하는 난 너와 같은 사람 다시 만날 수가 없어서 사랑할 수 없어서 바보처럼 사랑안해 말하는 널 사랑한다 나를 잊길 바래 나를 지워줘  내가 없는 내가 아닌 그 자리에 사랑 채우지마 혹시 만날 수가 있다면 사랑 할 수 있다면 아프잖아 사랑한 널 지켜보며 사랑한단 그 말 한마디를 하지 못해서
기억의 습작,전람회,이젠 버틸 수 없다고 휑한 웃음으로 내 어깨 기대어 눈을 감았지만 이젠 말할 수 있는 걸 너의 슬픈 눈빛이 나의 마음을 아프게 하는 걸 나에게 말해 봐 너의 마음 속으로 들어가 볼 수만 있다면 철없던 나의 모습이 얼만큼 의미가 될 수 있는지 많은 날이 지나고 너의 마음 지쳐갈 때 내 마음속으로 쓰러져가는 너의 기억이 다시 찾아와 생각이 나겠지 너무 커버린 미래의 그 꿈들 속으로 잊혀져 가는 나의 기억이 다시 생각날까 너의 마음 속으로 들어가 볼 수만 있다면 철없던 나의 모습이 얼만큼 의미가 될 수 있는지 많은 날이 지나고 너의 마음 지쳐갈 때 내 마음속으로 쓰러져가는 너의 기억이 다시 찾아와 생각이 나겠지 너무 커버린 내 미래의 그 꿈들 속으로 잊혀져 가는 나의 기억이 다시 생각날까 많은 날이 지나고
