Title,Singer,Lyric
Endless,플라워,널 사랑해 눈을 감아도 단 한 번만 볼 수 있다면 하늘이여 내 모든 걸 가져가 미련 없이 이 세상 떠나갈게 안녕 다시 돌아올까 봐 아직도 혼자인 거니 서로가 사랑하고 있지만 우리는 인연이 아닌가 봐 많이 야윈 것 같아 웃음도 잃어버리고 항상 멀리서 널 지켜봤어 아프진 않은지 너무나 걱정돼 기다릴게 죽는 날까지 나 없다고 혼자 울지 마 너의 눈물 위로할 수 있도록 그날까지만 참고 견뎌야 해 사랑해 눈을 감아도 단 한 번만 볼 수 있다면 하늘이여 내 모든 걸 가져가 미련 없이 이 세상 떠나갈게 안녕 기다릴게 죽는 날까지 나 없다고 혼자 울지 마 너의 눈물 위로할 수 있도록 그날까지만 참고 견뎌야 해 사랑해 눈을 감아도 단 한 번만 볼 수 있다면 하늘이여 내 모든 걸 가져가 미련 없이 이 세상 떠나갈게 안녕
"지친 하루 (With 곽진언, 김필)",윤종신,거기까지라고 누군가 툭 한마디 던지면 그렇지 하고 포기할 것 같아 잘한 거라 토닥이면 왈칵 눈물이 날 것만 같아 발걸음은 잠시 쉬고 싶은 걸 하지만 그럴 수 없어 하나뿐인 걸 지금까지 내 꿈은 오늘 이 기분 때문에 모든 걸 되돌릴 수 없어 비교하지 마 상관하지 마 누가 그게 옳은 길이래 옳은 길 따위는 없는 걸 내가 택한 이곳이 나의 길 미안해 내 사랑 너의 자랑이 되고 싶은데 지친 내 하루 위로만 바래 날 믿는다 토닥이면 왈칵 눈물이 날 것만 같아 취한 한숨에 걸터앉은 이 밤 해낼게 믿어준 대로 하나뿐인 걸 지금까지 내 꿈은 오늘 이 기분 때문에 모든 걸 되돌릴 수 없어 비교하지 마 상관하지 마 누가 그게 옳은 길이래 옳은 길 따위는 없는 걸 내가 좋은 그곳이 나의 길 부러운 친구의 여유에 질투하지는 마 순서가 조금 다른 것뿐 딱 한 잔만큼의 눈물만 뒤끝 없는 푸념들로 버텨줄래 그 날이 올 때까지 믿어준 대로 해왔던 대로 처음 꿈꿨던 대로 오늘 이 기분 때문에 모든 걸 되돌릴 수 없어 비교하지 마 상관하지 마 누가 그게 옳은 길이래 옳은 길 따위는 없는 걸 내가 걷는 이곳이 나의 길 옳은 길 따위는 없는 걸 내가 걷는 이곳이 나의 길
고백,델리스파이스,중2때까지 늘 첫째 줄에 겨우 160 이 됐을 무렵 쓸만한 녀석들은 모두 다 이미 첫사랑 진행 중 정말 듣고 싶었던 말이야 물론 2년전 일이지만 기뻐야하는 게 당연한데 내 기분은 그게 아냐 하지만 미안해 이 넓은 가슴에 묻혀 다른 누구를 생각했었어 미안해 너의 손을 잡고 걸을 때에도 떠올렸었어 그 사람을 널 좋아하면 좋아할수록 상처 입은 날들이 더 많아 모두가 즐거운 한 때에도 나는 늘 그곳에 없어 정말 미안한 일을 한걸까 나쁘진 않았었지만 친구인 채 였다면 오히려 즐거웠을 것만 같아 하지만 미안해 네 넓은 가슴에 묻혀 다른 누구를 생각했었어 미안해 너의 손을 잡고 걸을 때에도 떠올랐었어 그 사람이 정말 듣고 싶었던 말이야 물론 2년전 일이지만 기뻐야하는 게 당연한데 내 기분은 그게 아냐 하지만 미안해 네 넓은 가슴에 묻혀 다른 누구를 생각했었어 미안해 너의 손을 잡고 걸을 때에도 떠올렸었어 그 사람을 하지만 미안해 네 넓은 가슴에 묻혀 다른 누구를 생각했었어 미안해 너의 손을 잡고 걸을 때에도 떠올랐었어 그 사람이
와리가리,혁오 (HYUKOH),그런 슬픈 말을 하지 마요 아마 그럴 줄은 알았는데 이젠 좀 잔잔하다 했었는데 뒤도 돌아보지 않아 그런 마음을 낮추지 마요 저기 다가온다 기대했는데 또 한 편 언젠가는 떠나갈걸 이젠 슬쩍 봐도 알아 And we play comes and goes cause we did this when we were child before and we play comes and goes cause big boys still play the game all the time 다 쓴 야광별을 떼어냈죠 옅은 빛을 살피고 있으면 내일이 그리 기다려졌는데 이젠 그렇지도 않아 어렸을 때 몰래 훔쳐봤던 아빠의 수첩 같은 일기장엔 오늘의 걱정이 적혀있던 게 이제야 생각나네 And we play comes and goes cause we did this when we were child before and we play comes and goes cause big boys still play the game all the time 익숙하니 또 무뎌지네요 흘러간 장면이 펼쳐지네요 다시 그 순간을 마주한대도 그땐 또 지금 같진 않겠지 And we play comes and goes cause we did this when we were child before and we play comes and goes cause big boys still play the game all the time Familiarity is a common sense I feel like I’m not here anymore 그냥 다들 안고선 살고 있더라고 다들 그렇게들 떠나나요 이미 저 너머 멀리에 가있네 여기에는 아무도 안 올 테니 그냥 집으로 돌아갈래
정말로 사랑한다면,버스커 버스커,사랑한단 말로는 사랑할 순 없군요 그대 상처 주네요 나의 뻔한 그 말이 너무 쉽게 뱉은 말 너무 쉬운 사랑은 다 거짓말이죠 그래 다 거짓말이죠 무엇을 원하는지 얼마나 힘든 건지 신경 쓰지 않죠 또 쉽게 넘어 갔나요 많이 힘들었나요 그대가 오늘은 헤어지자 말해요 정말로 사랑한담 기다려 주세요 사랑한단 그 말들도 당신의 행동 하나 진심만을 원하죠 정말로 사랑한담 기다려 주세요 그댈 위해 참아줘요 당신의 행동 하나 아픈 추억 돼가요 정말로 사랑한다면 정말로 사랑한다면 사랑한단 말로는 사랑할 순 없군요 그대 기억 하나요 나의 뻔한 그 말이 그댈 웃게 했던 밤 너무 깊은 그 밤은 다 지나 가네요 모두 다 지나 갔군요 무엇을 말 했는지 얼마나 원했는지 기억 하지 않죠 그대만 지쳐 가나요 많이 힘들었나요 그대가 오늘은 헤어지자 말해요 정말로 사랑한담 기다려 주세요 사랑한단 그 말들도 당신의 행동 하나 진심 만을 원하죠 정말로 사랑한담 기다려 주세요 그댈 위해 참아줘요 당신의 행동 하나 아픈 추억 돼가요 그때 또 하필 잡으려 건네는 이 뻔한 한마디 쉽게 뱉은 말 사랑 한단 말로는 사랑할 순 없군요 허 허우워 아아아 허어어 아아아 이젠 사랑할 순 없군요 사랑한다 기다려 주세요 사랑한단 그 말들도 당신의 행동 하나 진심 만을 원하죠 정말로 사랑한담 기다려 주세요 그댈 위해 참아줘요 당신의 행동 하나 아픈 추억 돼가요 정말로 사랑한다면
Monologue,버즈,다 잊었다는 거짓말 또 해 버렸죠 내 마음에 그대란 사람 없다고 했죠 너무나 쉽게 잊혀졌다고 이젠 남이라고 서툰 내 사랑에 지쳐 떠난 그대 너무 많이 울려서 잡을 용기조차 낼 수 없었죠 미안해요 내 사랑아 다신 나 같은 사람 만나지 마요 혹시 찾아가도 두번 다시 나를 허락해 주지마요 그댄 여리고 너무 착해서 싫단 말도 잘 못하는데 많이 부족한 나를 사랑한 그대 이거면 됐어요 더 이상은 그대 불행하지 않도록 나 이쯤에서 없어지는게 그댈 위한 나의 사랑인걸요 너무 투명해서 때론 불안했죠 제멋대로 살아온 나를 감당할 수 없을것 같죠 미안해요 내 사랑아 다신 나같은 사람 만나지 마요 혹시 찾아가도 두 번 다시 나를 허락 해주지 마요 그댄 여리고 너무 착해서 싫단 말도 잘 못하는데 고마웠어요 나를 사랑해줘서 나같은 사람이 두 번 다시 감히 받을 수 없는 사랑 그대 때문에 행복했어요 울지마요 그대 잘 생각해봐요 나쁜일들만 가득했던 우리 다 잊어야 해요 많이 부족한 나를 사랑한 그대 이거면 됐어요 더 이상은 그대 불행하지 않도록 나 이쯤에서 없어지는게 그댈 위한 나의 사랑인걸요
고백,뜨거운 감자,달이 차고 내 마음도 차고 이대로 담아 두기엔 너무 안타까워 너를 향해 가는데 달은 내게 오라 손짓하고 귓속에 얘길 하네 지금 이 순간이 바로 그 순간이야 제일 마음에 드는 옷을 입고 노란 꽃 한 송이를 손에 들고 널 바라 보다 그만 나도 모르게 웃어버렸네 이게 아닌데 내 마음은 이게 아닌데 널 위해 준비한 오백 가지 멋진 말이 남았는데 사랑한다는 그 흔한 말이 아니야 그 보단 더욱더 로맨틱하고 달콤한 말을 준비했단 말야 숨이 차고 밤 공기도 차고 두 눈을 감아야만 네 모습이 보여 걸을 수가 없는데 구름 위를 걷는다는 말이 과장이 아니란 걸 알게 됐어 널 알게 된 후부터 나의 모든 건 다 달라졌어 이게 아닌데 내 마음은 이게 아닌데 널 위해 준비한 오백 가지 멋진 말이 남았는데 사랑한다는 그 흔한 말이 아니야 그 보단 더욱더 로맨틱하고 달콤한 말을 준비했단 말야 나를 봐줘요 내 말을 들어봐 줘요 아무리 생각을 하고 또 해도 믿어지지 않을 만큼 사랑해
발걸음,에메랄드 캐슬,해질무렵 날 끌고간 발걸음 눈떠보니 잊은줄 알았던 곳에 아직도 너의 대한 미움이 남아 있는지 이젠 자유롭고 싶어 시간은 해결해 주리라 난 믿었지 그것 조차 어리석었을까 이젠 흘러가는대로 날 맡길래 너완 상관 없잖니 첨부터 너란 존재는 내겐 없었어 니가 내게 했듯이 기억해 내가 아파했던만큼 언젠간 너도 나 아닌 누구에게 이런 아픔 겪을테니 미안해 이렇게 밖에 할 수 없잖니 정말 이럴 수 밖에 전처럼 다시 시작할 수 있는 그 날이 오길 너를 사랑할 수 없고 너를 미워해야 하는 날 위해 첨부터 너란 존재는 내겐 없었어 니가 내게 했듯이 기억해 내가 아파했던만큼 언젠간 너도 나 아닌 누구에게 이런 아픔 겪을테니 미안해 이렇게 밖에 할 수 없잖니 정말 이럴 수 밖에 전처럼 다시 시작할 수 있는 그 날이 오길 너를 사랑할 수 없고 너를 미워해야 하는 날 위해
My Love (And),버즈,안돼요 더는 못해요 그대없이 사는 일 나 때문에 그대 망가진다며 이별을 원한건 나인데  매일 가슴이 갈라져요 숨이 다 끊어질 만큼 울어요 수천번 잊었다 외쳐 봐도 내 삶은 어느새 벼랑 끝에 서있네요  My love 다시 사랑해요 세상 반대쪽 끝에 살아도 찾을게요 다시 그댈 놓지 않아요 멈춘 내 심장을 뛰게 할 사람  우리 헤어지길 잘했죠 얼마나 슬픈 일인지 알았죠 하늘은 모자란 내 사랑을 눈뜨게 하려고 잠시 갈라 논 거였죠  My love 다시 사랑해요 세상 반대쪽 끝에 살아도 찾을게요 다시 그댈 놓지 않아요 멈춘 내 심장을 뛰게 할 사람  나 때문에 망가진 게 맞네요 내가 그대 가슴 안에 못이었네요 사랑하고 책임 없이 도망친 나를 성급한 이별을 용서받고 싶어요  My love 혼자 있어줘요 그대 있는 곳으로 지금 달려 갈게요 조금만 더 기다려줘요 우리 다시 사랑해야만 해요 -
첫사랑,버스커 버스커,처음 널 봤을 때 왠지 다른 느낌 너와 함께 말하고 싶어 웃을 때마다 이 마음을 알아가 이젠 널 볼 때마다 나의 맘이 너무나 커져 이젠 나의 시간은 항상 너와 웃으며 이 밤을 그리워하며 하루를 아쉬워하며 또 너를 기다리겠지 나는 어떡하죠 아직 서툰데 이 마음이 새어나가 커져버린 내 마음이 자꾸만 새어나가 네가 없을 때 왠지 아픈 느낌 이 마음을 전하고 싶어 눈을 감으면 또 네가 떠올라 이젠 숨쉴 때마다 네 모습이 너무나 커져 이젠 나의 사랑은 항상 너와 웃으며 이 밤을 그리워하며 하루를 아쉬워하며 또 너를 기다리겠지 나는 어떡하죠 아직 서툰데 이 마음이 새어나가 커져버린 내 마음이 자꾸만 새어나가 아름다운 그대여 참아보려 했지만 어두워지는 밤과 외로움 알겠네 예 어떡하죠 아직 서툰데 이 마음이 새어나가 커져버린 내 마음이 자꾸만 새어나가 조금만 더 그대를 참아보려 했지만 커져버린 내 마음과 커져가는 니 마음이
비밀번호 486,윤하 (YOUNHA),한시간마다 보고 싶다고 감정없이 말하지 말아 흔하게 널린 연애지식은 통하지 앉아 백번을 넘게 사랑한다고 감동없이 말하지 말아 잘 잡혀가던 분위기마저 깨버리잖아 여자는 생각보다 단순하지 않아 행복하게 만드는 방법도 조금씩은 달라 하루에 네번 사랑을 말하고 여덟번 웃고 여섯번은 키스를 해줘 날 열어주는 단 하나뿐인 비밀번호야 누구도 알 수 없게 너만이 나를 가질수 있도록 You're my secret boy boy boy boy boy boy 아무데서나 나타나지마 항상 놀라지만은 않아 화장기없는 얼굴 보이면 화도 나는걸 남자는 여자만큼 섬세하질 않아 하고 싶은 대로만 한다면 다 된다~ 믿어 하루에 네번 사랑을 말하고 여덟번 웃고 여섯번은 키스를 해줘 날 열어주는 단 하나뿐인 비밀번호야 누구도 알 수 없게 너만이 나를 가질수 있도록 You're my secret boy boy boy boy boy boy 어렵다고 포기하진 말아줘 너 하나만 원하는 날 알아줘 바람둥이 같은 남자들에게 여자들은 늘 속곤 하는걸 날 애태우고 달랠줄 아는 니가 되길 바래  하루에 네번 사랑을 말하고 여덟번 웃고 여섯번은 키스를 해줘 날 열어주는 단 하나뿐인 비밀번호야 누구도 알 수 없게 너만이 나를 가질수 있도록 You're my secret boy boy boy ~~ boy boy boy ~ boy boy boy ~~~ boy boy boy ~~~~~
그래서 그대는,얀,나는 나에게 길들여 지길 바래요 그동안 그댈 너무 많이 닮아 있었나봐요 지워질 때도 됐는데 그댄 또 누군가에게 길들었나요 혹시 그 사람 예전 나완 많이 틀린가봐요 그래서 그대는 날 잊고 사는지 내 아름다운 사람아 여전히 나는 네 모습인데 또 다른 사랑 배워갈 그대 가슴에 내 작은 기억 하나만 내 눈물나는 사랑아 같은 아픔에 머물 수 있게 다른 이별에 울어도 내 품안에서 그 마음 아물게 해요  내가 아닌 그댄 행복한가요 혹시나 내 이름 벌써 잊었나요 내 아름다운 사람아 여전히 나는 네 모습인데 또 다른 사랑 배워갈 그대 가슴에 내 작은 기억 하나만 내 눈물나는 사랑아 같은 아픔에 머물 수 있게 다른 이별에 울어도 내 품안에서 그 마음 아물게 해요
은인,버즈,생각나니 처음 우리 너무 멋쩍게 말놓자던 그 날 손톱만 깨물었던 니 표정 지금도 눈앞에 선해 참 아꼈어 늘 좋았어 보기 아까워 눈 감기도 했지 함께라면 먼 길도 잠시야 마음만 달렸었나봐 밤마다 팔베개를 연습해 꿈에 너를 만나기위해 지난날 못 해준게 많아서 혼자 되돌리곤 해 I never think you go away in my life 어디있든 나 먼저 걱정마 넘치게 받은 사랑 남아서 아직 가슴은 부자니까 I'll never forget all your love forever 혼자 온 세상 내 은인은 너야 아파할 때도 눈물날 때도 추억의 힘으로 사니까  운도 좋아 복도 많아 친구들 모두 날 부러워했지 너를 빼면 가진게 없어도 은근히 용기가 났어 가끔은 같은 모잘 쓰자고 생각마저 같아진다고 여전히 그 약속을 난 믿어 쉽게 버릴 수 없어 I never think you go away in my life 어디있든 나 먼저 걱정마 넘치게 받은 사랑 남아서 아직 가슴은 부자니까 I'll never forget all your love forever 혼자 온 세상 내 은인은 너야 아파할 때도 눈물날 때도 추억에 사니까 고마웠어 난 행복했어 사랑으로 넓은 가슴 생겼어 널 만나면 꼭 안아줄텐데  I never think you go away in my life. 멀리 숨어 미안해하지마 세상이 슬픈 장난친대도 우리 마음은 갖지못해 I'll never forget all your love forever. 또 태어나도 내 은인은 너야 그리워할게 간직해둘게 이젠 니 몫까지 사랑해
사랑 Two,윤도현,나의 하루를 가만히 닫아주는 너 은은한 달빛따라 너의 모습 사라지고 홀로 남은 골목길엔 수줍은 내 마음만 나의 아픔을 가만히 안아 주는 너 눈물 흘린 시간 뒤엔 언제나 네가 있어 상처받은 내 영혼에 따뜻한 네 손길만 처음엔 그냥 친군줄만 알았어 아무 색깔없이 언제나 영원하길 또 다시 사랑이라 부르진 않아 아무 아픔없이 너만은 행복하길 워우워우 예예 널 만나면 말없이 있어도 또 하나의 나처럼 편안했던거야 널 만나면 순수한 네 모습에 철없는 아이처럼 잊었던거야 내겐 너무 소중한 너 내겐 너무 행복한 너 처음엔 그냥 친군줄만 알았어 아무 색깔없이 언제나 영원하길 또 다시 사랑이라 부르진 않아 아무 아픔없이 너만은 행복하길 워우워우 예예 널 만나면 말없이 있어도 또 하나의 나처럼 편안했던거야 널 만나면 순수한 네 모습에 철없는 아이처럼 잊었던거야 널 만나면 말없이 있어도 또 하나의 나처럼 편안했던거야 널 만나면 순수한 네 모습에 철없는 아이처럼 잊었던거야 내겐 너무 소중한 너 내겐 너무 행복한 너
봄날은 간다,김윤아,"눈을 감으면 문득 그리운 날의 기억 아직까지도 마음이 저려 오는 건 그건 아마 사람도 피고 지는 꽃처럼 아름다와서 슬프기 때문일 거야, 아마도. 봄날은 가네 무심히도 꽃잎은 지네 바람에 머물 수 없던 아름다운 사람들 가만히 눈 감으면 잡힐 것같은 아련히 마음 아픈 추억같은 것들 봄은 또 오고 꽃은 피고 또 지고 피고 아름다와서 너무나 슬픈 이야기  봄날은 가네 무심히도 꽃잎은 지네 바람에 머물 수 없던 아름다운 사람들 가만히 눈 감으면 잡힐 것같은 아련히 마음 아픈 추억같은 것들 눈을 감으면 문득 그리운 날의 기억 아직까지도 마음이 저려 오는 건 그건 아마 사람도 피고 지는 꽃처럼 아름다와서 슬프기 때문일 거야, 아마도"
잔소리,더 넛츠 (The NuTs),아무일 없지 지낼만 하지 거 봐 괜찮다고 했잖아 장난기 어린 네 맑은 음성이 하루종일 내 곁에 있곤 해  어딜 가든지 내가 무얼 하든지 혼자 내버려 두질 않아 무얼 먹어야 할지 무얼 입어야 할지 가면 갈수록 더해지는 너의 잔소리  그래서 눈물 나 내 귓가에 네가 있는데 너를 볼 수 없다는게 그게 너무 슬퍼서  그래서 눈물 나 내 가슴에 살아 있는 널 너무 보고 싶어서 너무 보고 싶어서 너무 아파  저 여잔 어때 자꾸 등을 떠밀어 다른 여잘 만나게 해도 열 번이면 열 번다 이뤄질 수 없었고 그런 날이면 전쟁 같은 너의 잔소리  그래서 눈물 나 나 그렇게 누굴 만나면 이제 다신 내 귓가에 오지 않을 너라서  그래서 눈물 나 너 그렇게 보내 버리면 니가 보고 싶어서 너무나 보고 싶어서 눈물이 나  어쩜 이렇게 아플까 가슴 터질 것처럼 그저 너 하나 없는 것 일뿐인데  그래서 눈물 나 이 세상이 해준 것 보다 니가 내게 해준 것이 너무 나도 많아서  그래서 눈물 나 널 더 이상 듣지 못한 채 주먹만 한 가슴에 너를 살게 하는 게 미안해서
봄바람 (Feat. 나얼),이문세,라일락 꽃 거리마다 가득 코끝이 아려와 햇살 같은 연인들의 미소 눈부신 날이야 그래 햇살 탓일까 아지랑이 피는 하늘 잠시 감은 눈에 나도 몰래 생각이 나 봄바람처럼 살랑 날 꽃잎처럼 흔들던 사람 꿈처럼 지난날들 이제 다시 돌아갈 수 없지만 봄바람처럼 살랑 내 가슴을 또 흔드는 사람 언제나 나에게 그대는 봄이야 척 봐도 시작하는 저들 어쩐지 웃음 나 그때 우린 저들 같았을까 떠올려 보지만 그래 마냥 좋았어 다시 내겐 없을 만큼 허나 지나버린 얘기인데 웃을 뿐이야 봄바람처럼 살랑 날 꽃잎처럼 흔들던 사람 꿈처럼 지난날들 이제 다시 돌아갈 수 없지만 봄바람처럼 살랑 내 가슴을 또 흔드는 사람 언제나 나에게 그대는 봄이야 다시 돌아오는 계절처럼 나를 찾아오는 그대 영원 할 것 같던 그 순간이 어제 같은데 봄바람처럼 살랑 날 꽃잎처럼 흔들던 사람 꿈처럼 지난 날들 이제 다시 돌아갈 수 없지만 봄바람처럼 살랑 또 하루하루 멀어지지만 어느새 또다시 눈부신 봄이야 봄바람처럼 살랑 또 하루하루 멀어지지만 어느새 또다시 눈부신 봄이야
생각이나,부활,항상 난 생각이나 너에게 기대었던게 너는 아무 말 없이 나를 안고 있었고 그땐 난 몰랐지만 넌 홀로 힘겨워하던 그 모습이 자꾸 생각이나 아주 오랜 후에야 내가 알 수 있었던 건 나를 안고 있지만 너도 힘겨워했지 항상 나에게 웃으며 넌 다가왔지만 나에게 항상 넌 기대고 싶었음을 꿈 속에선 보이나봐 꿈이니까 만나나봐 그리워서 너무 그리워 꿈 속에만 있는가봐 힘겨워했었던 날이 시간이 흘러간 후엔 아름다운 너로 꿈 속에선 보이나봐  아주 오랜 후에야 내가 알 수 있었던 건 나를 안고 있지만 너도 힘겨워했지 항상 나에게 웃으며 넌 다가왔지만 나에게 항상 넌 기대고 싶었단 걸 몰랐기에 꿈 속에선 보이나봐 꿈이니까 만나나봐 그리워서 너무 그리워 꿈 속에만 있는가봐 힘겨워했었던 날이 시간이 흘러간 후엔 아름다운 너로 꿈 속에선 보이나봐 나에게 넌 그런가봐 잊혀질 수가 없나봐 사랑해서 사랑을 해서 그럴 수가 없나봐 시간으로 시간으로 잊혀져가는 거지만 아름다운 너로 꿈 속에선 보이나봐
그땐 미처 알지 못했지 (Feat. 하림 On Harmonica),이적,그땐 아주 오랜 옛날이었지  난 작고 어리석은 아이였고  열병처럼 사랑에 취해 버리고  심술궂게 그 맘을 내팽개쳤지  내가 버린 건 어떠한 사랑인지  생애 한번 뜨거운 설램인지  두번 다시 또 오지 않는건지  그땐 미처 알지 못했지  오랜 뒤에 나는 알게 되었지  난 작고 어리석었다는 것을  술에 취해 집을 향하던 봄날에  물결처럼 가슴이 일렁거렸지  내가 버린건 어떠한 사랑인지  생애 한번 뜨거운 설렘인지  두번 다시 또 오지 않는건지  그땐 미처 알지 못했지  오 내가 놓아 버린건 어떠한 사랑인지  생애 한번 뜨거운 설렘인지  두번 다시 또 오지 않는건지  그땐 미처 알지 못했지 예예예예예 예-
영원,스카이,너와의 행복했었던 또 아름다웠던 추억 우연히 지나친 그런 시간만은 아닐 꺼야 BREAK DOWN 이미 커져버린 내 빈자리의 주인은 이 세상의 하나뿐인 너 바로 너 항상 그래왔듯이 니가 내게 다가오기만을 기다린 나니깐 니가 없는 세상 속에서 혼자 눈뜬 아침이 너무 눈 부셔 이제껏 나 숨쉬고 있는 이유는 하나 걸어온 길이 너무도 쉽지 않았기 때문에 내 사랑은 늘 그래왔듯이 눈물만 남겨져 나 가진 것이 많아야 이룰 수 있는 건가봐 이제 사는 법을 알겠어 세상이 원하는 걸 다시 내 삶을 돌려 널 만난다면 널 잃지 않을거야 기다릴게 나 언제라도 저 하늘이 날 부를 때 한없이 사랑했던 추억만은 가져갈게 우리 다시 널 만난다면 유혹뿐인 이 세상에 나 처음 태어나서 몰랐다고 말을 할게 나 약속해 기다릴게 나 언제라도 저 하늘이 날 부를 때 한없이 사랑했던 추억만은 가져갈게 우리 다시 널 만난다면 유혹뿐인 이 세상에 나 처음 태어나서 몰랐다고 말을 할게 나 약속해
금지된 사랑,김경호,울지 마 여기에 새겨진 우리 이름을 봐 소중한 초대장이 젖어버리잖아 슬퍼마 너의 가족들이 보이지 않아도 언젠간 용서할 그 날이 올 거야 내 사랑에 세상도 양보한 널 나 끝까지 아끼며 사랑할게 약속 해줘 서로만 바라보다 먼 훗날 우리 같은 날에 떠나 각오해 내게 무릎 꿇은 세상의 복수를 많은 시련 준대도 널 위해 견딜게 내 사랑에 세상도 양보한 널 나 끝까지 아끼며 사랑할게 약속해줘 서로만 바라보다 먼 훗날 우리 같은 날에 떠나 긴 세월 흐른 뒤 돌아보아도 아무런 후회 없도록 단 하룰 살아도 너 행복 하도록 만들 거야 내 사랑에 세상도 양보한 널 나 끝까지 아끼며 사랑할게 약속해줘 서로만 바라보다 먼 훗날 우리 같은 날에 떠나 baby 사랑할게
나를 슬프게 하는 사람들,김경호,아무때고 네게 전활해 나야 하며 말을 꺼내도 누군지 한번에 알아낼 너의 단 한 사람 쇼윈도에 걸린 셔츠를 보면 제일 먼저 니가 떠올릴 사람 너의 지갑속에 항상 간직될 사람 네게 그런 사람이 나일 순 없는지 니 곁에 있는 내 친구가 아니라 언젠가 그가 너를 맘 아프게 해 너 혼자 울고있는 걸 봤어 달려가 그에게 나 이 말 해줬으면 그대가 울리는 그 한 여자가 내겐 삶의 전부라고 혼자서는 힘든 슬픔이 오면 제일 먼저 니가 찾아 줄 사람 너의 생일마다 꽃을 안겨 줄 사람 네게 그런 사람이 나일 순 없는지 니 곁에 있는 내 친구가 아니라 언젠가 그가 너를 맘 아프게 해 너 혼자 울고있는 걸 봤어 달려가 그에게 나 이 말 해줬으면 나의 일생을 모두 주어도 난 얻지 못하는 그녈 가진 그대라고 그녈 곁에 둔 이유만으로 다른 이 세상 누구보다 그댄 행복한거라고 언젠가 그가 너를 맘 아프게 해 너 혼자 울고있는 걸 봤어 달려가 그에게 나 이 말 해줬으면 그대
야상곡(夜想曲),김윤아,바람이 부는 것은 더운 내 맘 삭여 주려 계절이 다 가도록 나는 애만 태우네 꽃잎 흩날리던 늦봄의 밤 아직 남은 님의 향기 이제나 오시려나 나는 애만 태우네 애달피 지는 저 꽃잎처럼 속절없는 늦봄의 밤 이제나 오시려나 나는 애만 태우네 구름이 애써 전하는 말 그 사람은 널 잊었다 살아서 맺은 사람의 연 실낱 같아 부질없다 꽃 지네 꽃이 지네 부는 바람에 꽃 지네 이제 님 오시려나 나는 그저 애만 태우네 바람이 부는 것은 더운 내 맘 삭여주려 계절이 다 가도록 나는 애만 태우네 꽃잎 흩날리던 늦봄의 밤 아직 남은 님의 향기 이제나 오시려나 나는 애만 태우네
그댈 마주하는건 힘들어 (그마힘),버스커 버스커,그댈 마주하는거는 너무 힘들어 그때 그 기억이 나를 괴롭게 하네 이런 말을 해도 될진 모르지만 행여 나와는 제발 마주치지 마요 그날의 향수가 남아있는 곳은 아직 너무 힘들어 하나도 괜찮지 않아 그러니 우리 우연히라도 그때의 맘 그날의 밤 떠오르게 만들지는 마요 워워워 그대 없는 곳 우리 없는 곳 지나갈테니 그러니 그대도 나를 좀 피해줘요 워워워 라랄라 라라라라 라랄라 라랄라 라라라라 라랄라라라 그댈 마주하는거는 아직 힘들어 그때 그 기억이 나를 외롭게 하네 이런 말을 해도 될진 모르지만 행여 나와는 제발 마주치지 마요 그날의 향수가 남아있는 곳은 아직 너무 힘들어 하나도 괜찮지 않아 그러니 우리 우연히라도 그때의 맘 그날의 밤 떠오르게 만들지는 마요 워워워 그대 없는 곳 우리 없는 곳 지나갈테니 그러니 그대도 나를 좀 피해줘요 워워워 라랄라 라라라라 라랄라 라랄라 라라라라 라랄라라라 아무렇지 않은가요 너도 이제 떨어지는 꽃 몰래 이렇게 바라보는 것도 나도 내가 왜 이러는건지 그러니 우리 우연히라도 그때의 맘 그날의 밤 떠오르게 만들지는 마요 워워워 그대 없는 곳 우리 없는 곳 지나갈테니 그러니 그대도 나를 좀 피해줘요 워워워 그러니 우리 우연히라도 그때의 맘 그날의 밤 그대의 맘 그대의 밤 그대의 봄 모든 게 날 미치게 해 하아아아아아아아 예 워어어어어어어어어워
하늘을 달리다,이적,두근거렸지 누군가 나의 뒤를 쫓고있었고 검은 절벽 끝 더 이상 발 디딜 곳 하나 없었지 자꾸 목이 메어 간절히 네 이름을 되뇌었을 때 귓가에 울리는 그대의 뜨거운 목소리 그게 나의 구원이었어 마른 하늘을 달려 나 그대에게 안길 수만 있으면 내 몸 부서진대도 좋아 설혹 너무 태양 가까이 날아 두 다리 모두 녹아 내린다고 해도 내맘 그대 마음속으로 영원토록 달려갈거야 내가 미웠지 난 결국 이것밖에 안 돼 보였고 오랜 꿈들이 공허한 어린 날의 착각 같았지 울먹임을 참고 남몰래 네 이름을 속삭였을 때 귓가에 울리는 그대의 뜨거운 목소리 그게 나의 희망이었어 마른 하늘을 달려 나 그대에게 안길 수만 있으면 내 몸 부서진대도 좋아 설혹 너무 태양 가까이 날아 두 다리 모두 녹아 내린다고 해도 내맘 그대 마음속으로 영원토록 달려갈거야 허약한 내 영혼에 힘을 날개를 달수있다면 마른 하늘을 달려 나 그대에게 안길 수만 있으면 내 몸 부서진대도 좋아 설혹 너무 태양 가까이 날아 두 다리 모두 녹아 내린다고 해도 내맘 그대 마음속으로 영원토록 달려갈거야
